ds,yhat,yhat_lower,yhat_upper
2025-10-26,-276.2371409730523,-536.654648323817,-18.140302139862456
2025-10-27,7.126449619632467,-239.78355931222058,255.04258007404667
2025-10-28,42.648452491456396,-211.53169338635348,296.1198518369372
2025-10-29,48.19074581893899,-204.9362209303377,315.51441880836956
2025-10-30,-14.340906565950657,-258.65507890587674,239.286846794781
2025-10-31,49.33409940348796,-219.3081861712616,279.35936752410475
2025-11-01,13.604029543296797,-237.32154810797348,270.59501837274075
