date,prediction,lower,upper
2025-10-26,137.5,132.1966991411009,142.8033008588991
2025-10-27,197.0,146.08831175456856,247.91168824543144
2025-10-28,132.5,110.22613639262376,154.77386360737626
2025-10-29,223.0,150.72742187073612,295.2725781292639
2025-10-30,145.5,97.77029226990804,193.22970773009195
2025-10-31,203.0,198.7573593128807,207.2426406871193
2025-11-01,177.0,9.41569285878822,344.58430714121175
